amz_url,style_id,flip_url,flip_pdp_link,given_flp_link,result
https://www.amazon.in/dp/B0B1N4X1YL,C_DMK2226_W_3XL,https://www.flipkart.com/search?q=juneberry%20C_DMK2226_W_3XL,https://www.flipkart.com/x/p/k?pid=TOPGCYVGZ9U8NXVK,https://www.flipkart.com/x/p/k?pid=TOPGCYVGZ9U8NXVK,1
https://www.amazon.in/dp/B09XX99Y13,C_MAV2231_W,https://www.flipkart.com/search?q=juneberry%20C_MAV2231_W,https://www.flipkart.com/x/p/k?pid=TOPGF2APHFZREUX8,https://www.flipkart.com/x/p/k?pid=TOPGF2APGFQEDY5Z,0
https://www.amazon.in/dp/B0B1N46MR4,G4_DMD2209_YL_3XL,https://www.flipkart.com/search?q=juneberry%20G4_DMD2209_YL_3XL,https://www.flipkart.com/x/p/k?pid=TOPGCYVGYFGTH2QY,https://www.flipkart.com/x/p/k?pid=TOPGCYVGYFGTH2QY,1
https://www.amazon.in/dp/B0B3S1KNLZ,G4_DMK3012_NB_L,https://www.flipkart.com/search?q=veirdo%20G4_DMK3012_NB_L,https://www.flipkart.com/x/p/k?pid=TSHGDYZFCGJDSPRW,https://www.flipkart.com/x/p/k?pid=TSHGDYZFCGJDSPRW,1
https://www.amazon.in/dp/B09XX525XN,G4_MAV2236_W,https://www.flipkart.com/search?q=juneberry%20G4_MAV2236_W,https://www.flipkart.com/x/p/k?pid=TSHGF29YQGYYFFTB,https://www.flipkart.com/x/p/k?pid=TSHGF29YX5ZCFEK2,0
https://www.amazon.in/dp/B09X7DP63Y,G4_MBP3045_BL_L,https://www.flipkart.com/search?q=veirdo%20G4_MBP3045_BL_L,https://www.flipkart.com/x/p/k?pid=TSHGDUYQCVWBSRUY,https://www.flipkart.com/x/p/k?pid=TSHGDUYQCVWBSRUY,1
https://www.amazon.in/dp/B09X7C2H1D,G4_MCA3042_LB_L,https://www.flipkart.com/search?q=veirdo%20G4_MCA3042_LB_L,https://www.flipkart.com/x/p/k?pid=TSHGDUYRYZGSV8JC,https://www.flipkart.com/x/p/k?pid=TSHGDUYRYZGSV8JC,1
https://www.amazon.in/dp/B09X7D65HK,G4_MH3050_BL_L,https://www.flipkart.com/search?q=veirdo%20G4_MH3050_BL_L,https://www.flipkart.com/x/p/k?pid=TSHGDUYQ8BWXHVCB,https://www.flipkart.com/x/p/k?pid=TSHGDUYQ8BWXHVCB,1
https://www.amazon.in/dp/B09X79J2HN,G4_MIM3046_NB_L,https://www.flipkart.com/search?q=veirdo%20G4_MIM3046_NB_L,https://www.flipkart.com/x/p/k?pid=TSHGEMZZDB2MYE4U,https://www.flipkart.com/x/p/k?pid=TSHGEMZZDB2MYE4U,1
https://www.amazon.in/dp/B09X7D3SY5,G4_MSM3040_W_L,https://www.flipkart.com/search?q=veirdo%20G4_MSM3040_W_L,https://www.flipkart.com/x/p/k?pid=TSHGEMZNDAYYEE6K,https://www.flipkart.com/x/p/k?pid=TSHGEMZNDAYYEE6K,1
https://www.amazon.in/dp/B09XXLN7N6,G4_SW2233_LB_L,https://www.flipkart.com/search?q=juneberry%20G4_SW2233_LB_L,https://www.flipkart.com/x/p/k?pid=TSHGF9VAKSCZXQGY,https://www.flipkart.com/x/p/k?pid=TSHGF9VAKSCZXQGY,1
https://www.amazon.in/dp/B09X7DQHKW,G4_SW3054_RBW_L,https://www.flipkart.com/search?q=veirdo%20G4_SW3054_RBW_L,https://www.flipkart.com/x/p/k?pid=TSHGF9XUZJARE6GH,https://www.flipkart.com/x/p/k?pid=TSHGF9XUZJARE6GH,1
https://www.amazon.in/dp/B09X2TTD3Z,G5_DDK3015_RED_L,https://www.flipkart.com/search?q=veirdo%20G5_DDK3015_RED_L,https://www.flipkart.com/x/p/k?pid=TSHGCZPPEYHQYUBY,https://www.flipkart.com/x/p/k?pid=TSHGCZPPFU4ZC5GZ,0
https://www.amazon.in/dp/B0B2LZC2CW,G5_DMK_3010_RB_3XL,https://www.flipkart.com/search?q=veirdo%20G5_DMK_3010_RB_3XL,https://www.flipkart.com/x/p/k?pid=TSHGD45GY4DFFPFZ,https://www.flipkart.com/x/p/k?pid=TSHGD45GY4DFFPFZ,1
https://www.amazon.in/dp/B0B4GF39NX,G7_MT_GORR_BLK_P,https://www.flipkart.com/search?q=veirdo%20G7_MT_GORR_BLK_P,https://www.flipkart.com/x/p/k?pid=TSHFJGJWMHH4ASUP,https://www.flipkart.com/x/p/k?pid=VESGFZJBBNDBVDUV,0
https://www.amazon.in/dp/B0B4GH246G,G7_MT_GORR_BLK_P,https://www.flipkart.com/search?q=veirdo%20G7_MT_GORR_BLK_P,https://www.flipkart.com/x/p/k?pid=TSHFJGJWMHH4ASUP,https://www.flipkart.com/x/p/k?pid=VESGFZJBBR3P6H5S,0
https://www.amazon.in/dp/B0B4GF9YP7,G7_MT_GORR_BLK_P,https://www.flipkart.com/search?q=veirdo%20G7_MT_GORR_BLK_P,https://www.flipkart.com/x/p/k?pid=TSHFJGJWMHH4ASUP,https://www.flipkart.com/x/p/k?pid=VESGFZJBDQNZSBYN,0
https://www.amazon.in/dp/B0B4GDVKW2,G7_MT_GORR_BLK_P,https://www.flipkart.com/search?q=veirdo%20G7_MT_GORR_BLK_P,https://www.flipkart.com/x/p/k?pid=TSHFJGJWMHH4ASUP,https://www.flipkart.com/x/p/k?pid=VESGFZJBZR4BJHX3,0
https://www.amazon.in/dp/B0BJ2PRW8G,JB_55_TDBROWN_L,https://www.flipkart.com/search?q=juneberry%20JB_55_TDBROWN_L,https://www.flipkart.com/x/p/k?pid=TSHGGZDVPEGQGVYP,https://www.flipkart.com/x/p/k?pid=TSHGGZDVPEGQGVYP,1
https://www.amazon.in/dp/B0BJ2PS7VS,JB_55_TDMAROON_3XL,https://www.flipkart.com/search?q=juneberry%20JB_55_TDMAROON_3XL,https://www.flipkart.com/x/p/k?pid=SWSG6HHJF7GG7FGQ,https://www.flipkart.com/x/p/k?pid=TSHGGZDVDFPZGZAR,0
https://www.amazon.in/dp/B0BP7SH734,OS_100_SMILE_BLK_L,https://www.flipkart.com/search?q=veirdo%20OS_100_SMILE_BLK_L,https://www.flipkart.com/x/p/k?pid=TSHGKXFQUDZ9G2QJ,https://www.flipkart.com/x/p/k?pid=TSHGKXFQUDZ9G2QJ,1
https://www.amazon.in/dp/B0B3Y52SBD,OS_DDK3016_O_L,https://www.flipkart.com/search?q=veirdo%20OS_DDK3016_O_L,https://www.flipkart.com/x/p/k?pid=TSHGF9XU3WCC8FND,https://www.flipkart.com/x/p/k?pid=TSHGF9XU3WCC8FND,1
https://www.amazon.in/dp/B0B2LX4735,OS_DDK3016_O_P,https://www.flipkart.com/search?q=veirdo%20OS_DDK3016_O_P,NA,https://www.flipkart.com/x/p/k?pid=TSHGDYZF9P2Y3UXN,0
https://www.amazon.in/dp/B0B3S45QLB,OS_DPX3055_R_L,https://www.flipkart.com/search?q=veirdo%20OS_DPX3055_R_L,https://www.flipkart.com/x/p/k?pid=TSHGDYZFGSR3635F,https://www.flipkart.com/x/p/k?pid=TSHGDYZFGSR3635F,1
https://www.amazon.in/dp/B0B4PHTGFH,OS_INTEGRITY_784_BL_L,https://www.flipkart.com/search?q=veirdo%20OS_INTEGRITY_784_BL_L,https://www.flipkart.com/x/p/k?pid=TSHGFMCEGZMNCTGV,https://www.flipkart.com/x/p/k?pid=TSHGFMCEGZMNCTGV,1
https://www.amazon.in/dp/B0BJ2QM8SM,OS_JB_100_TDGREEN_L,https://www.flipkart.com/search?q=juneberry%20OS_JB_100_TDGREEN_L,https://www.flipkart.com/x/p/k?pid=TSHGGZDV3NDUDPJS,https://www.flipkart.com/x/p/k?pid=TSHGGZDV3NDUDPJS,1
https://www.amazon.in/dp/B0B3JM3K5Y,OS_MAV3056_WR_L,https://www.flipkart.com/search?q=veirdo%20OS_MAV3056_WR_L,https://www.flipkart.com/x/p/k?pid=TSHGEMRA9YDAEBZY,https://www.flipkart.com/x/p/k?pid=TSHGEMRA9YDAEBZY,1
https://www.amazon.in/dp/B09XXS8H6Z,OS_MCA3032_W_L,https://www.flipkart.com/search?q=veirdo%20OS_MCA3032_W_L,https://www.flipkart.com/x/p/k?pid=TSHGENUS5C3G7RYA,https://www.flipkart.com/x/p/k?pid=TSHGENUS5C3G7RYA,1
https://www.amazon.in/dp/B09XXR1K8Y,OS_MSM3022_BL_L,https://www.flipkart.com/search?q=veirdo%20OS_MSM3022_BL_L,https://www.flipkart.com/x/p/k?pid=TSHGF9XRJE7JRFGY,https://www.flipkart.com/x/p/k?pid=TSHGF9XRJE7JRFGY,1
https://www.amazon.in/dp/B0BG2SCPYR,OS_SKELETON_787_BL_L,https://www.flipkart.com/search?q=veirdo%20OS_SKELETON_787_BL_L,https://www.flipkart.com/x/p/k?pid=TSHGGHW46QMVRJJX,https://www.flipkart.com/x/p/k?pid=TSHGGHW46QMVRJJX,1
https://www.amazon.in/dp/B0BF5MB9WB,OS_SKELETON_787_LLC_L,https://www.flipkart.com/search?q=veirdo%20OS_SKELETON_787_LLC_L,https://www.flipkart.com/x/p/k?pid=TSHGGAZR6C8YH2FQ,https://www.flipkart.com/x/p/k?pid=TSHGGAZR6C8YH2FQ,1
https://www.amazon.in/dp/B0BF5M8VDL,OS_SKELETON_787_OL_L,https://www.flipkart.com/search?q=veirdo%20OS_SKELETON_787_OL_L,https://www.flipkart.com/x/p/k?pid=TSHGGAZRD2HC9YWR,https://www.flipkart.com/x/p/k?pid=TSHGGAZRD2HC9YWR,1
https://www.amazon.in/dp/B0B2LZS8KN,OS_ST3008_TD_L,https://www.flipkart.com/search?q=veirdo%20OS_ST3008_TD_L,https://www.flipkart.com/x/p/k?pid=TSHGCZNUA7JG4HXB,https://www.flipkart.com/x/p/k?pid=TSHGCZNUA7JG4HXB,1
https://www.amazon.in/dp/B09XXSJMG4,OS_SW3019_BL_L,https://www.flipkart.com/search?q=veirdo%20OS_SW3019_BL_L,https://www.flipkart.com/x/p/k?pid=TSHGF9XRNFBFGAQZ,https://www.flipkart.com/x/p/k?pid=TSHGF9XRNFBFGAQZ,1
https://www.amazon.in/dp/B0B5Y2MLP3,OS_SWBF3058_AOP_L,https://www.flipkart.com/search?q=veirdo%20OS_SWBF3058_AOP_L,https://www.flipkart.com/x/p/k?pid=TKPGBDUDQGKRSRY7,https://www.flipkart.com/x/p/k?pid=TSHGFWBGFTFSAQJ2,0
https://www.amazon.in/dp/B0BDF5QCVS,OS_TIGER_783_BL_L,https://www.flipkart.com/search?q=veirdo%20OS_TIGER_783_BL_L,https://www.flipkart.com/x/p/k?pid=TSHGHWHZCCS2CNHV,https://www.flipkart.com/x/p/k?pid=TSHGHWHZCCS2CNHV,1
https://www.amazon.in/dp/B097TMXJZZ,P-87_303_T_HPN_L,https://www.flipkart.com/search?q=juneberry%20P-87_303_T_HPN_L,https://www.flipkart.com/x/p/k?pid=TSHGFRXWBHNZCCTG,https://www.flipkart.com/x/p/k?pid=DREG4CSJNZRZ9EF3,0
https://www.amazon.in/dp/B09P1NKCQM,PUFF_SL_97_YELLOW_L,https://www.flipkart.com/search?q=veirdo%20PUFF_SL_97_YELLOW_L,https://www.flipkart.com/x/p/k?pid=TSHG9WNQGHFZ9FMH,https://www.flipkart.com/x/p/k?pid=JCKGKK52XBFWZMBX,0
https://www.amazon.in/dp/B0B6BYQH4L,P_BOX_402_N_3XL,https://www.flipkart.com/search?q=veirdo%20P_BOX_402_N_3XL,https://www.flipkart.com/x/p/k?pid=CWDG45UWAQTZTZEZ,https://www.flipkart.com/x/p/k?pid=TSHGGEZDKWWZZGTP,0
https://www.amazon.in/dp/B09ZXT3D8Y,P_DGF2211_W_3XL,https://www.flipkart.com/search?q=juneberry%20P_DGF2211_W_3XL,https://www.flipkart.com/x/p/k?pid=DREGCYW4JTFVHDEZ,https://www.flipkart.com/x/p/k?pid=DREGCYW4JTFVHDEZ,1
https://www.amazon.in/dp/B0B3TR92N4,P_DMK2206_R_L,https://www.flipkart.com/search?q=juneberry%20P_DMK2206_R_L,https://www.flipkart.com/x/p/k?pid=DREGCYW5UZZSKZAQ,https://www.flipkart.com/x/p/k?pid=DREGCYW5UZZSKZAQ,1
https://www.amazon.in/dp/B09ZXWBRMF,P_DMK2210_W_L,https://www.flipkart.com/search?q=juneberry%20P_DMK2210_W_L,https://www.flipkart.com/x/p/k?pid=TOPFMGMTNERVZZHY,https://www.flipkart.com/x/p/k?pid=DREGD6CF32GB5FMM,0
https://www.amazon.in/dp/B09XX7PHZS,P_MCA2230_W,https://www.flipkart.com/search?q=juneberry%20P_MCA2230_W,https://www.flipkart.com/x/p/k?pid=TSHG4NWSH6KRBP55,https://www.flipkart.com/x/p/k?pid=DREGEPWS2SNQMYGR,0
https://www.amazon.in/dp/B0BDRD4YMH,P_SUPERIOR_400_OL_L,https://www.flipkart.com/search?q=veirdo%20P_SUPERIOR_400_OL_L,https://www.flipkart.com/x/p/k?pid=TSHGHYHFYXZFJRWJ,https://www.flipkart.com/x/p/k?pid=TSHGHYHFYXZFJRWJ,1
https://www.amazon.in/dp/B0B41XD126,SLP_CORDS_2001_M,https://www.flipkart.com/search?q=juneberry%20SLP_CORDS_2001_M,NA,https://www.flipkart.com/x/p/k?pid=NSTGD6CH5YGZ6F74,0
https://www.amazon.in/dp/B0B88FTK62,TB_TD_2003_BR_3XL,https://www.flipkart.com/search?q=juneberry%20TB_TD_2003_BR_3XL,https://www.flipkart.com/x/p/k?pid=TKSGGRCPEYZK7UJW,https://www.flipkart.com/x/p/k?pid=TKSGGRCPEYZK7UJW,1
https://www.amazon.in/dp/B09X5DT3KV,T_DBM2218_BL_L,https://www.flipkart.com/search?q=juneberry%20T_DBM2218_BL_L,https://www.flipkart.com/x/p/k?pid=TSHFVT9TSGHBK6FY,https://www.flipkart.com/x/p/k?pid=TOPGCYVHZ3THVUVZ,0
https://www.amazon.in/dp/B0B1N5RGGS,T_DMF2222_SN_M,https://www.flipkart.com/search?q=juneberry%20T_DMF2222_SN_M,https://www.flipkart.com/x/p/k?pid=TOPGCYVHCQFTJXPB,https://www.flipkart.com/x/p/k?pid=TOPGCYVHCQFTJXPB,1
https://www.amazon.in/dp/B09ZXR4K7K,C_DMK2226_W_3XL,https://www.flipkart.com/search?q=juneberry%20C_DMK2226_W_3XL,https://www.flipkart.com/x/p/k?pid=TOPGCYVGZ9U8NXVK,https://www.flipkart.com/x/p/k?pid=TOPGCYVG8ZFTWRZQ,0
https://www.amazon.in/dp/B09X2SRNVK,T_DMK3002_W_M,https://www.flipkart.com/search?q=veirdo%20T_DMK3002_W_M,https://www.flipkart.com/x/p/k?pid=TSHGCZPHWGECCH9B,https://www.flipkart.com/x/p/k?pid=TSHGCZPHWGECCH9B,1
https://www.amazon.in/dp/B0B1N48QQM,T_DMN2204_W_L,https://www.flipkart.com/search?q=juneberry%20T_DMN2204_W_L,https://www.flipkart.com/x/p/k?pid=TSHFTN3FEZDPAG74,https://www.flipkart.com/x/p/k?pid=TOPGCYVEGU6YQVBW,0
https://www.amazon.in/dp/B09XXZ5L24,T_MAOP3021_BL_L,https://www.flipkart.com/search?q=veirdo%20T_MAOP3021_BL_L,https://www.flipkart.com/x/p/k?pid=TSHGEMR8HAUWZGHU,https://www.flipkart.com/x/p/k?pid=TSHGEMR8HAUWZGHU,1
https://www.amazon.in/dp/B09XY13Z6F,T_MAV3023_SB_M,https://www.flipkart.com/search?q=veirdo%20T_MAV3023_SB_M,https://www.flipkart.com/x/p/k?pid=TSHGEMR3UPXWJBTG,https://www.flipkart.com/x/p/k?pid=TSHGEMR3XX7CRCFN,0
https://www.amazon.in/dp/B09XXQRRML,T_MBP3048_BL_S,https://www.flipkart.com/search?q=veirdo%20T_MBP3048_BL_S,https://www.flipkart.com/x/p/k?pid=TSHGDUYRTS8JATKY,https://www.flipkart.com/x/p/k?pid=TSHGDUYRAUWVHH8Z,0
https://www.amazon.in/dp/B09XY1XNW8,T_MBP3051_BL_M,https://www.flipkart.com/search?q=veirdo%20T_MBP3051_BL_M,https://www.flipkart.com/x/p/k?pid=TSHGDUYQ8ZV4JZ4P,https://www.flipkart.com/x/p/k?pid=TSHGDUYQNBMNTZDY,0
https://www.amazon.in/dp/B09XX7LB5C,T_MCA2232_NB,https://www.flipkart.com/search?q=juneberry%20T_MCA2232_NB,https://www.flipkart.com/x/p/k?pid=TSHGF2AYEFKRJ6BQ,https://www.flipkart.com/x/p/k?pid=TSHGF2AYZHPGQVUJ,0
https://www.amazon.in/dp/B09YYSQJFV,T_MCA3024_BL_L,https://www.flipkart.com/search?q=veirdo%20T_MCA3024_BL_L,https://www.flipkart.com/x/p/k?pid=TSHGG4FJK5WQSSSH,https://www.flipkart.com/x/p/k?pid=TSHGDUYQ9DNZC5FB,0
https://www.amazon.in/dp/B0B3S56QX1,T_MCA3028_W_M,https://www.flipkart.com/search?q=veirdo%20T_MCA3028_W_M,https://www.flipkart.com/x/p/k?pid=TSHGENUQ7Z8CAKWF,https://www.flipkart.com/x/p/k?pid=TSHGENUQ7Z8CAKWF,1
https://www.amazon.in/dp/B09XY1Y78X,T_MCA3035_BL_S,https://www.flipkart.com/search?q=veirdo%20T_MCA3035_BL_S,https://www.flipkart.com/x/p/k?pid=TSHGDUYQUZXV84KD,https://www.flipkart.com/x/p/k?pid=TSHGDUYQUZXV84KD,1
https://www.amazon.in/dp/B09XXXXC8X,T_MH3044_YL_S,https://www.flipkart.com/search?q=veirdo%20T_MH3044_YL_S,https://www.flipkart.com/x/p/k?pid=TSHGEMZNXH3VCZMN,https://www.flipkart.com/x/p/k?pid=TSHGEMZNDKSFRJDR,0
https://www.amazon.in/dp/B09XXZZBBH,T_MIM3049_W_M,https://www.flipkart.com/search?q=veirdo%20T_MIM3049_W_M,https://www.flipkart.com/x/p/k?pid=TSHGG4FJAG9FWH2U,https://www.flipkart.com/x/p/k?pid=TSHGEMZNV4F2Q868,0
https://www.amazon.in/dp/B09XXYLHHJ,T_MIM3053_RD_L,https://www.flipkart.com/search?q=veirdo%20T_MIM3053_RD_L,https://www.flipkart.com/x/p/k?pid=TSHGG4FJGF2KWZMH,https://www.flipkart.com/x/p/k?pid=TSHGEMZZRR2KH5F9,0
https://www.amazon.in/dp/B09XXBTQWB,T_SW2213_SB_3XL,https://www.flipkart.com/search?q=juneberry%20T_SW2213_SB_3XL,https://www.flipkart.com/x/p/k?pid=TOPGFSYGSR2PMWZA,https://www.flipkart.com/x/p/k?pid=TOPGFSYGSR2PMWZA,1
https://www.amazon.in/dp/B09XXFGWVJ,T_SW2227_BL,https://www.flipkart.com/search?q=juneberry%20T_SW2227_BL,https://www.flipkart.com/x/p/k?pid=TSHGF9VASCNXK2VH,https://www.flipkart.com/x/p/k?pid=TSHGF9VAZGB7XYJZ,0
https://www.amazon.in/dp/B09XXYXHQ3,T_SW3052_BL_L,https://www.flipkart.com/search?q=veirdo%20T_SW3052_BL_L,https://www.flipkart.com/x/p/k?pid=TSHGF9XRFG5QYGWH,https://www.flipkart.com/x/p/k?pid=TSHGF9XRFG5QYGWH,1
https://www.amazon.in/dp/B0B4PGT95S,UNI_100_OS_VEIRDO_RB_L,https://www.flipkart.com/search?q=veirdo%20UNI_100_OS_VEIRDO_RB_L,https://www.flipkart.com/x/p/k?pid=TSHGFKZZK65UCVZT,https://www.flipkart.com/x/p/k?pid=TSHGFKZZK65UCVZT,1
https://www.amazon.in/dp/B0BLWC4L47,VSH01AGCH028,https://www.flipkart.com/search?q=veirdo%20VSH01AGCH028,https://www.flipkart.com/x/p/k?pid=SHTGJQA68TDWZR6H,https://www.flipkart.com/x/p/k?pid=SHTGJQA64RP7ZA8N,0
https://www.amazon.in/dp/B0BLW84TQH,VSH01BGCH022,https://www.flipkart.com/search?q=veirdo%20VSH01BGCH022,https://www.flipkart.com/x/p/k?pid=SHTGJQA6RGMYFZGE,https://www.flipkart.com/x/p/k?pid=SHTGJQA6GD5YTGQD,0
https://www.amazon.in/dp/B0BLWDGBHY,VSH01BKPT002,https://www.flipkart.com/search?q=veirdo%20VSH01BKPT002,https://www.flipkart.com/x/p/k?pid=SHTGJQA6CCVTVGPY,https://www.flipkart.com/x/p/k?pid=SHTGJQA6CCVTVGPY,1
https://www.amazon.in/dp/B0BLLMMBVS,VSH01BKPT007,https://www.flipkart.com/search?q=veirdo%20VSH01BKPT007,https://www.flipkart.com/x/p/k?pid=SHTGJQAY6YZQG9MK,https://www.flipkart.com/x/p/k?pid=SHTGJQAY6YZQG9MK,1
https://www.amazon.in/dp/B0BLW8P23S,VSH01BLCH016,https://www.flipkart.com/search?q=veirdo%20VSH01BLCH016,https://www.flipkart.com/x/p/k?pid=SHTGJQA63ZBKRDUK,https://www.flipkart.com/x/p/k?pid=SHTGJQA6CJMT4PQB,0
https://www.amazon.in/dp/B0BLWMF2BH,VSH01BLPT036,https://www.flipkart.com/search?q=veirdo%20VSH01BLPT036,https://www.flipkart.com/x/p/k?pid=SHTGJSEZFGNGHHTG,https://www.flipkart.com/x/p/k?pid=SHTGJSEZFGNGHHTG,1
https://www.amazon.in/dp/B0BM51ZWMY,VSH01BRPT035,https://www.flipkart.com/search?q=veirdo%20VSH01BRPT035,https://www.flipkart.com/x/p/k?pid=SHTGJQA6HXEXT5WW,https://www.flipkart.com/x/p/k?pid=SHTGJQA6PZSHPEM9,0
https://www.amazon.in/dp/B0BM52FG44,VSH01BRPT037,https://www.flipkart.com/search?q=veirdo%20VSH01BRPT037,https://www.flipkart.com/x/p/k?pid=SHTGJQA27QGRJMJG,https://www.flipkart.com/x/p/k?pid=SHTGJQA2SKGYFFUU,0
https://www.amazon.in/dp/B0BLLNS6BH,VSH01DBCH020,https://www.flipkart.com/search?q=veirdo%20VSH01DBCH020,https://www.flipkart.com/x/p/k?pid=SHTGJQAFAMVYWH9H,https://www.flipkart.com/x/p/k?pid=SHTGJQAFAMVYWH9H,1
https://www.amazon.in/dp/B0BLWDHN49,VSH01GRCH014,https://www.flipkart.com/search?q=veirdo%20VSH01GRCH014,https://www.flipkart.com/x/p/k?pid=SHTGJQAAZKFZRZXG,https://www.flipkart.com/x/p/k?pid=SHTGJQAAZKFZRZXG,1
https://www.amazon.in/dp/B0BLLLYYFK,VSH01GRCH023,https://www.flipkart.com/search?q=veirdo%20VSH01GRCH023,https://www.flipkart.com/x/p/k?pid=SHTGJQAEXR3WREAK,https://www.flipkart.com/x/p/k?pid=SHTGJQAE9AE4K539,0
https://www.amazon.in/dp/B0BLWB7X8L,VSH01GRCH026,https://www.flipkart.com/search?q=veirdo%20VSH01GRCH026,https://www.flipkart.com/x/p/k?pid=SHTGJQA6VRRSGXCD,https://www.flipkart.com/x/p/k?pid=SHTGJQA67A8W6KQE,0
https://www.amazon.in/dp/B0BLW8XV6L,VSH01GRCH030,https://www.flipkart.com/search?q=veirdo%20VSH01GRCH030,https://www.flipkart.com/x/p/k?pid=SHTGJQAYAB9XDDNR,https://www.flipkart.com/x/p/k?pid=SHTGJQAYVFHAPNKR,0
https://www.amazon.in/dp/B0BLWBNYPC,VSH01GRCH033,https://www.flipkart.com/search?q=veirdo%20VSH01GRCH033,https://www.flipkart.com/x/p/k?pid=SHTGJQAFC4WAHA5Z,https://www.flipkart.com/x/p/k?pid=SHTGJQAFWRJAB9DP,0
